vehicle_id,timestamp,speed_kmph,engine_temp_c,oil_pressure_psi,vibration_g,mileage_km,age_months,fault,time_to_failure_days
VEH065,2021-01-01 14:47:16.525117,67.53,83.5,42.56,0.04,2719,26,0,
VEH074,2021-01-02 14:47:16.525117,50.05,83.69,55.4,0.283,29565,27,0,
VEH085,2021-01-03 14:47:16.525117,60.96,84.46,43.19,0.262,8876,52,0,
VEH005,2021-01-04 14:47:16.525117,55.4,92.23,35.86,0.006,32795,30,1,19.0
VEH002,2021-01-05 14:47:16.525117,73.5,86.84,30.47,0.133,62203,91,1,52.0
VEH022,2021-01-06 14:47:16.525117,68.1,66.05,36.06,0.091,5893,61,1,17.0
VEH057,2021-01-07 14:47:16.525117,59.54,80.55,37.95,0.163,38955,69,0,
VEH066,2021-01-08 14:47:16.525117,49.71,85.93,37.52,0.275,29705,33,0,
VEH074,2021-01-09 14:47:16.525117,40.97,78.15,39.76,0.224,22245,108,0,
VEH098,2021-01-10 14:47:16.525117,62.03,80.39,38.55,0.243,9720,38,0,
VEH016,2021-01-11 14:47:16.525117,50.52,105.93,37.02,0.719,2327,71,0,
VEH051,2021-01-12 14:47:16.525117,31.83,88.52,37.61,0.226,13228,9,1,23.0
VEH039,2021-01-13 14:47:16.525117,40.05,85.91,40.52,0.149,2233,85,1,9.0
VEH086,2021-01-14 14:47:16.525117,84.39,96.56,33.92,0.568,13868,17,0,
VEH076,2021-01-15 14:47:16.525117,50.1,98.67,31.58,0.563,34328,22,0,
VEH088,2021-01-16 14:47:16.525117,76.23,108.74,36.7,0.231,120966,41,0,
VEH040,2021-01-17 14:47:16.525117,54.65,103.38,41.27,0.549,4413,21,1,54.0
VEH038,2021-01-18 14:47:16.525117,78.59,94.41,32.84,0.045,4660,108,0,
VEH060,2021-01-19 14:47:16.525117,77.51,78.61,37.69,0.674,33307,28,0,
VEH059,2021-01-20 14:47:16.525117,47.61,81.36,39.99,0.524,12662,77,0,
VEH010,2021-01-21 14:47:16.525117,30.18,85.29,39.45,0.356,49492,14,0,
VEH099,2021-01-22 14:47:16.525117,31.45,92.63,44.25,0.442,29306,83,0,
VEH064,2021-01-23 14:47:16.525117,47.87,90.15,45.62,0.367,26668,60,0,
VEH063,2021-01-24 14:47:16.525117,88.34,79.63,42.37,0.149,2150,78,0,
VEH049,2021-01-25 14:47:16.525117,53.84,76.48,48.61,0.412,730,69,0,
VEH064,2021-01-26 14:47:16.525117,62.18,92.18,37.57,0.514,7618,52,1,44.0
VEH032,2021-01-27 14:47:16.525117,79.55,91.94,44.85,0.201,4900,95,0,
VEH007,2021-01-28 14:47:16.525117,61.65,88.4,36.48,0.287,24917,105,1,29.0
VEH021,2021-01-29 14:47:16.525117,61.14,93.92,41.38,0.135,11983,72,1,21.0
VEH020,2021-01-30 14:47:16.525117,69.34,100.44,42.82,0.345,14810,15,0,
VEH026,2021-01-31 14:47:16.525117,64.33,92.7,40.07,0.273,33612,94,0,
VEH068,2021-02-01 14:47:16.525117,58.51,82.39,34.97,0.45,13021,9,1,16.0
VEH086,2021-02-02 14:47:16.525117,49.18,104.78,28.49,0.614,15745,35,0,
VEH015,2021-02-03 14:47:16.525117,61.18,88.65,43.48,0.134,36943,119,1,33.0
VEH085,2021-02-04 14:47:16.525117,76.42,91.22,38.24,0.421,11289,16,0,
VEH079,2021-02-05 14:47:16.525117,86.73,86.11,39.17,0.412,1735,56,0,
VEH086,2021-02-06 14:47:16.525117,64.38,81.62,49.84,0.004,14750,24,0,
VEH092,2021-02-07 14:47:16.525117,71.33,82.62,35.06,0.408,17319,119,0,
VEH014,2021-02-08 14:47:16.525117,64.05,80.5,45.39,0.031,14340,18,0,
VEH027,2021-02-09 14:47:16.525117,58.69,65.85,37.99,0.103,5969,62,0,
VEH040,2021-02-10 14:47:16.525117,67.71,89.14,39.02,0.161,5064,105,0,
VEH058,2021-02-11 14:47:16.525117,77.84,99.71,32.51,0.113,9232,8,0,
VEH028,2021-02-12 14:47:16.525117,46.7,81.46,36.39,0.423,3635,117,1,16.0
VEH026,2021-02-13 14:47:16.525117,38.23,109.39,40.54,0.256,21933,83,0,
VEH063,2021-02-14 14:47:16.525117,52.0,100.69,46.69,0.294,19073,79,1,14.0
VEH066,2021-02-15 14:47:16.525117,63.17,90.01,42.54,0.299,20014,43,1,48.0
VEH025,2021-02-16 14:47:16.525117,73.05,81.76,42.66,0.37,5092,109,1,32.0
VEH003,2021-02-17 14:47:16.525117,45.16,76.48,56.65,0.087,5661,32,1,56.0
VEH072,2021-02-18 14:47:16.525117,22.67,87.22,43.64,0.359,30965,93,0,
VEH044,2021-02-19 14:47:16.525117,52.36,90.16,34.38,0.266,23430,85,0,
VEH097,2021-02-20 14:47:16.525117,57.09,88.22,30.08,0.14,41617,15,0,
VEH042,2021-02-21 14:47:16.525117,42.57,97.68,41.51,0.491,10333,58,0,
VEH099,2021-02-22 14:47:16.525117,48.66,101.41,30.42,0.669,15851,32,0,
VEH006,2021-02-23 14:47:16.525117,73.01,94.43,33.55,0.353,26847,12,0,
VEH039,2021-02-24 14:47:16.525117,61.17,94.27,41.39,0.23,73112,97,0,
VEH052,2021-02-25 14:47:16.525117,65.18,87.73,46.47,0.178,91380,95,1,22.0
VEH023,2021-02-26 14:47:16.525117,54.66,89.69,38.32,0.419,142012,87,0,
VEH089,2021-02-27 14:47:16.525117,48.69,92.73,32.49,0.316,44241,18,0,
VEH050,2021-02-28 14:47:16.525117,54.56,87.19,39.4,0.127,20413,77,0,
VEH043,2021-03-01 14:47:16.525117,67.48,95.66,37.8,0.074,139,96,0,
VEH019,2021-03-02 14:47:16.525117,37.63,80.43,41.66,0.309,24049,65,0,
VEH069,2021-03-03 14:47:16.525117,84.75,85.38,33.25,0.087,5451,19,0,
VEH051,2021-03-04 14:47:16.525117,68.62,82.06,35.77,0.2,1177,110,0,
VEH011,2021-03-05 14:47:16.525117,51.96,84.25,46.72,0.516,23892,49,0,
VEH012,2021-03-06 14:47:16.525117,72.2,88.31,44.74,0.167,28212,75,0,
VEH074,2021-03-07 14:47:16.525117,78.34,99.15,46.07,0.504,21542,89,1,7.0
VEH008,2021-03-08 14:47:16.525117,55.04,90.08,28.89,0.147,9087,33,0,
VEH024,2021-03-09 14:47:16.525117,56.75,79.56,35.73,0.379,14308,28,1,17.0
VEH092,2021-03-10 14:47:16.525117,82.4,79.9,46.96,0.336,54651,17,1,24.0
VEH041,2021-03-11 14:47:16.525117,91.78,88.26,43.73,0.365,26157,29,0,
VEH036,2021-03-12 14:47:16.525117,60.44,96.7,41.77,0.242,14051,56,0,
VEH085,2021-03-13 14:47:16.525117,42.63,100.36,36.79,0.447,18000,113,0,
VEH072,2021-03-14 14:47:16.525117,52.94,76.92,37.59,0.291,52534,27,0,
VEH055,2021-03-15 14:47:16.525117,75.5,93.75,39.82,0.602,10010,67,0,
VEH009,2021-03-16 14:47:16.525117,44.55,86.01,37.71,0.188,2148,31,0,
VEH047,2021-03-17 14:47:16.525117,56.88,87.25,43.44,0.479,7885,91,0,
VEH015,2021-03-18 14:47:16.525117,64.39,81.71,41.05,0.123,10729,63,0,
VEH048,2021-03-19 14:47:16.525117,46.16,87.55,34.42,0.252,6375,76,1,37.0
VEH082,2021-03-20 14:47:16.525117,76.45,81.95,44.61,0.164,15056,20,0,
VEH042,2021-03-21 14:47:16.525117,70.41,88.39,47.69,0.218,7272,117,0,
VEH060,2021-03-22 14:47:16.525117,90.14,100.69,46.86,0.33,2177,99,1,26.0
VEH084,2021-03-23 14:47:16.525117,71.72,95.64,43.48,0.544,4166,73,0,
VEH070,2021-03-24 14:47:16.525117,45.59,104.59,42.66,0.441,50058,11,0,
VEH012,2021-03-25 14:47:16.525117,67.96,94.61,32.57,0.508,19863,117,1,21.0
VEH002,2021-03-26 14:47:16.525117,74.82,92.14,35.76,0.313,7546,116,0,
VEH007,2021-03-27 14:47:16.525117,75.59,95.2,38.47,0.518,9143,7,1,26.0
VEH080,2021-03-28 14:47:16.525117,48.35,83.21,44.23,0.3,13600,36,1,10.0
VEH003,2021-03-29 14:47:16.525117,46.55,72.64,38.13,0.095,22363,29,0,
VEH003,2021-03-30 14:47:16.525117,42.91,95.51,37.61,0.486,17454,40,0,
VEH027,2021-03-31 14:47:16.525117,84.07,76.84,44.67,0.457,53971,52,1,57.0
VEH040,2021-04-01 14:47:16.525117,69.34,99.44,39.88,0.443,19656,36,0,
VEH033,2021-04-02 14:47:16.525117,47.68,95.39,41.46,0.452,48335,94,1,35.0
VEH092,2021-04-03 14:47:16.525117,61.91,83.3,36.0,0.458,108,77,1,28.0
VEH001,2021-04-04 14:47:16.525117,58.14,86.42,38.44,0.242,44247,81,1,12.0
VEH008,2021-04-05 14:47:16.525117,45.41,89.18,37.26,0.188,25563,7,1,58.0
VEH032,2021-04-06 14:47:16.525117,60.54,82.65,40.73,0.318,3779,84,0,
VEH048,2021-04-07 14:47:16.525117,62.86,94.47,36.95,0.581,6104,109,0,
VEH004,2021-04-08 14:47:16.525117,88.97,96.48,35.94,0.378,15653,64,1,16.0
VEH094,2021-04-09 14:47:16.525117,50.16,77.96,41.95,0.334,2669,101,0,
VEH070,2021-04-10 14:47:16.525117,34.36,82.13,53.37,0.272,30776,68,0,
VEH019,2021-04-11 14:47:16.525117,44.27,88.92,43.61,0.339,31325,80,1,35.0
VEH032,2021-04-12 14:47:16.525117,46.61,98.46,28.47,0.263,7160,22,0,
VEH009,2021-04-13 14:47:16.525117,53.6,94.9,41.62,0.407,1447,59,0,
VEH012,2021-04-14 14:47:16.525117,44.3,70.57,38.85,0.335,89921,26,1,22.0
VEH011,2021-04-15 14:47:16.525117,72.33,88.28,34.53,0.066,5773,27,0,
VEH046,2021-04-16 14:47:16.525117,43.26,92.94,43.93,0.09,1398,102,1,59.0
VEH016,2021-04-17 14:47:16.525117,60.3,83.62,41.1,0.005,8008,60,0,
VEH001,2021-04-18 14:47:16.525117,90.0,84.48,55.47,0.494,69477,34,1,10.0
VEH063,2021-04-19 14:47:16.525117,68.3,84.44,39.87,0.133,31493,84,0,
VEH021,2021-04-20 14:47:16.525117,66.76,87.87,38.86,0.342,13091,26,0,
VEH030,2021-04-21 14:47:16.525117,87.86,83.56,47.83,0.536,7286,7,0,
VEH013,2021-04-22 14:47:16.525117,78.68,96.21,39.51,0.381,11008,47,0,
VEH034,2021-04-23 14:47:16.525117,68.48,83.54,34.3,0.345,350,57,0,
VEH004,2021-04-24 14:47:16.525117,55.34,81.48,35.57,0.131,25343,43,0,
VEH028,2021-04-25 14:47:16.525117,59.66,86.79,38.35,0.334,2099,8,0,
VEH095,2021-04-26 14:47:16.525117,58.93,101.78,42.77,0.21,14639,30,0,
VEH059,2021-04-27 14:47:16.525117,53.98,93.9,47.24,0.034,16687,82,0,
VEH027,2021-04-28 14:47:16.525117,63.18,94.87,44.32,0.332,100,93,1,56.0
VEH069,2021-04-29 14:47:16.525117,65.26,92.55,43.15,0.361,78119,67,0,
VEH025,2021-04-30 14:47:16.525117,41.33,81.49,47.43,0.178,7194,100,1,43.0
VEH003,2021-05-01 14:47:16.525117,84.48,86.1,44.12,0.169,1607,20,0,
VEH097,2021-05-02 14:47:16.525117,66.15,83.83,35.2,0.237,38536,75,1,34.0
VEH068,2021-05-03 14:47:16.525117,56.06,98.54,37.82,0.234,3296,110,0,
VEH025,2021-05-04 14:47:16.525117,63.32,92.53,36.66,0.424,505,15,1,33.0
VEH020,2021-05-05 14:47:16.525117,73.96,77.36,48.84,0.304,13651,78,0,
VEH034,2021-05-06 14:47:16.525117,38.0,100.52,33.22,0.597,2783,119,1,20.0
VEH026,2021-05-07 14:47:16.525117,58.42,87.27,34.66,0.233,80823,110,0,
VEH005,2021-05-08 14:47:16.525117,42.21,94.34,40.59,0.332,209,119,0,
VEH099,2021-05-09 14:47:16.525117,99.86,100.41,50.53,0.378,1051,110,1,53.0
VEH061,2021-05-10 14:47:16.525117,62.07,69.61,46.45,0.142,35829,74,0,
VEH092,2021-05-11 14:47:16.525117,42.33,92.75,45.97,0.016,5482,114,0,
VEH093,2021-05-12 14:47:16.525117,113.99,90.68,33.29,0.37,48516,49,0,
VEH009,2021-05-13 14:47:16.525117,51.96,70.22,45.99,0.551,7454,46,0,
VEH050,2021-05-14 14:47:16.525117,56.86,80.78,34.25,0.404,1446,88,1,56.0
VEH006,2021-05-15 14:47:16.525117,57.95,86.26,44.76,0.575,212,25,0,
VEH083,2021-05-16 14:47:16.525117,47.28,96.13,29.96,0.465,6641,102,1,11.0
VEH060,2021-05-17 14:47:16.525117,63.71,88.78,38.09,0.271,12838,112,1,50.0
VEH044,2021-05-18 14:47:16.525117,26.84,89.53,27.73,0.388,100,42,1,16.0
VEH011,2021-05-19 14:47:16.525117,76.29,87.97,34.9,0.45,17402,100,1,33.0
VEH066,2021-05-20 14:47:16.525117,43.08,97.86,30.67,0.099,8119,44,0,
VEH047,2021-05-21 14:47:16.525117,53.77,93.86,43.52,0.386,9890,82,0,
VEH073,2021-05-22 14:47:16.525117,71.27,91.87,40.38,0.295,6060,107,0,
VEH085,2021-05-23 14:47:16.525117,56.93,80.7,38.12,0.475,15059,114,1,45.0
VEH088,2021-05-24 14:47:16.525117,57.55,90.84,40.62,0.36,5230,75,0,
VEH098,2021-05-25 14:47:16.525117,44.82,111.5,32.86,0.038,2896,116,1,25.0
VEH086,2021-05-26 14:47:16.525117,91.43,97.93,41.14,0.406,44263,13,1,42.0
VEH003,2021-05-27 14:47:16.525117,67.97,84.48,40.09,0.037,9904,48,0,
VEH076,2021-05-28 14:47:16.525117,43.76,104.01,52.28,0.561,1601,15,0,
VEH092,2021-05-29 14:47:16.525117,62.67,83.87,50.41,0.154,5235,46,0,
VEH030,2021-05-30 14:47:16.525117,42.7,94.85,45.16,0.155,7419,9,0,
VEH090,2021-05-31 14:47:16.525117,85.84,90.92,41.66,0.189,29362,83,1,20.0
VEH021,2021-06-01 14:47:16.525117,62.99,91.61,42.36,0.174,450,9,1,9.0
VEH028,2021-06-02 14:47:16.525117,45.37,91.02,47.34,0.282,13011,29,0,
VEH090,2021-06-03 14:47:16.525117,70.46,88.54,41.87,0.164,10474,116,0,
VEH062,2021-06-04 14:47:16.525117,55.83,86.68,42.43,0.238,69092,26,0,
VEH033,2021-06-05 14:47:16.525117,40.68,78.5,37.69,0.011,3970,15,0,
VEH085,2021-06-06 14:47:16.525117,65.72,81.29,36.75,0.219,19770,51,0,
VEH035,2021-06-07 14:47:16.525117,65.29,92.94,39.06,0.528,4517,94,0,
VEH052,2021-06-08 14:47:16.525117,77.07,85.39,24.77,0.21,15900,75,1,39.0
VEH034,2021-06-09 14:47:16.525117,60.97,82.77,40.55,0.357,16196,85,0,
VEH041,2021-06-10 14:47:16.525117,61.61,112.7,36.28,0.225,1566,49,1,5.0
VEH051,2021-06-11 14:47:16.525117,62.4,110.03,43.27,0.487,12192,97,1,58.0
VEH047,2021-06-12 14:47:16.525117,83.93,95.84,46.76,0.5,12366,105,0,
VEH082,2021-06-13 14:47:16.525117,55.35,95.54,54.87,0.541,7687,38,0,
VEH058,2021-06-14 14:47:16.525117,67.04,83.85,44.09,0.299,6491,99,0,
VEH075,2021-06-15 14:47:16.525117,69.25,80.98,41.81,0.356,5079,41,1,32.0
VEH057,2021-06-16 14:47:16.525117,65.25,87.54,36.85,0.096,119,30,0,
VEH023,2021-06-17 14:47:16.525117,54.78,89.74,33.73,0.241,100,18,1,46.0
VEH048,2021-06-18 14:47:16.525117,61.81,95.8,44.91,0.209,17821,44,0,
VEH022,2021-06-19 14:47:16.525117,58.6,75.29,41.31,0.276,6891,84,0,
VEH017,2021-06-20 14:47:16.525117,89.39,108.65,40.68,0.314,3675,43,1,42.0
VEH069,2021-06-21 14:47:16.525117,53.13,91.64,39.95,0.411,23086,35,1,42.0
VEH011,2021-06-22 14:47:16.525117,46.31,76.91,41.58,0.605,15053,19,1,33.0
VEH094,2021-06-23 14:47:16.525117,59.91,91.26,41.19,0.4,49292,55,0,
VEH015,2021-06-24 14:47:16.525117,58.85,82.72,43.26,0.475,35559,73,0,
VEH091,2021-06-25 14:47:16.525117,62.95,82.37,46.41,0.084,25945,6,0,
VEH035,2021-06-26 14:47:16.525117,53.14,81.16,33.49,0.243,2706,66,0,
VEH033,2021-06-27 14:47:16.525117,61.66,88.03,43.71,0.323,21937,8,0,
VEH084,2021-06-28 14:47:16.525117,61.94,106.92,30.58,0.394,23678,114,0,
VEH016,2021-06-29 14:47:16.525117,73.59,91.42,44.07,0.584,28821,55,1,55.0
VEH034,2021-06-30 14:47:16.525117,61.4,95.62,41.36,0.217,6106,66,0,
VEH066,2021-07-01 14:47:16.525117,61.54,97.58,38.78,0.386,20449,41,1,27.0
VEH099,2021-07-02 14:47:16.525117,67.75,89.23,39.85,0.068,19261,9,0,
VEH040,2021-07-03 14:47:16.525117,73.01,81.36,41.69,0.321,9732,48,0,
VEH028,2021-07-04 14:47:16.525117,45.24,76.47,47.9,0.308,21783,19,1,58.0
VEH047,2021-07-05 14:47:16.525117,41.22,85.96,46.42,0.272,1813,94,0,
VEH039,2021-07-06 14:47:16.525117,85.43,100.42,44.27,0.411,20628,108,1,52.0
VEH070,2021-07-07 14:47:16.525117,70.56,98.01,31.12,0.255,18628,72,1,32.0
VEH073,2021-07-08 14:47:16.525117,56.71,91.89,43.27,0.126,4730,12,0,
VEH020,2021-07-09 14:47:16.525117,60.3,93.13,25.3,0.167,34098,13,0,
VEH001,2021-07-10 14:47:16.525117,54.11,88.61,27.35,0.165,41495,49,0,
VEH072,2021-07-11 14:47:16.525117,63.17,86.31,47.11,0.088,4726,69,1,28.0
VEH087,2021-07-12 14:47:16.525117,45.42,83.37,31.98,0.067,1580,12,1,44.0
VEH063,2021-07-13 14:47:16.525117,72.6,78.86,40.04,0.12,18505,53,0,
VEH067,2021-07-14 14:47:16.525117,62.63,104.51,46.98,0.319,13075,67,0,
VEH004,2021-07-15 14:47:16.525117,63.17,91.53,43.35,0.327,11158,30,0,
VEH058,2021-07-16 14:47:16.525117,46.59,85.79,42.64,0.095,28626,86,0,
VEH025,2021-07-17 14:47:16.525117,67.86,104.96,38.18,0.235,69907,95,0,
VEH047,2021-07-18 14:47:16.525117,46.94,105.44,39.21,0.285,12988,73,0,
VEH038,2021-07-19 14:47:16.525117,49.62,111.44,34.1,0.473,123,69,1,11.0
VEH015,2021-07-20 14:47:16.525117,61.31,88.08,37.31,0.111,18140,118,1,2.0
VEH063,2021-07-21 14:47:16.525117,97.61,92.72,40.25,0.236,21224,23,0,
VEH021,2021-07-22 14:47:16.525117,62.57,95.34,40.86,0.473,35207,9,0,
VEH099,2021-07-23 14:47:16.525117,21.47,101.37,37.92,0.238,4448,22,0,
VEH057,2021-07-24 14:47:16.525117,50.36,90.01,26.58,0.113,14860,52,0,
VEH053,2021-07-25 14:47:16.525117,70.26,82.65,50.12,0.25,11852,86,1,57.0
VEH046,2021-07-26 14:47:16.525117,43.07,83.13,46.31,0.141,21839,50,0,
VEH014,2021-07-27 14:47:16.525117,72.47,100.04,37.77,0.064,1321,94,0,
VEH100,2021-07-28 14:47:16.525117,62.38,95.09,45.3,0.355,43085,63,0,
VEH076,2021-07-29 14:47:16.525117,74.87,89.36,37.91,0.427,14314,8,1,26.0
VEH017,2021-07-30 14:47:16.525117,51.62,87.67,42.14,0.285,41918,17,0,
VEH039,2021-07-31 14:47:16.525117,50.45,88.14,28.65,0.447,8317,96,0,
VEH009,2021-08-01 14:47:16.525117,68.47,100.34,40.51,0.448,21198,22,1,1.0
VEH099,2021-08-02 14:47:16.525117,59.89,83.68,38.94,0.14,62803,27,0,
VEH077,2021-08-03 14:47:16.525117,58.98,80.24,42.28,0.559,57427,44,0,
VEH079,2021-08-04 14:47:16.525117,83.53,105.71,48.69,0.427,57684,44,0,
VEH082,2021-08-05 14:47:16.525117,69.06,90.65,39.83,0.367,877,112,0,
VEH097,2021-08-06 14:47:16.525117,30.15,87.87,37.47,0.14,10317,117,0,
VEH006,2021-08-07 14:47:16.525117,71.99,95.97,36.72,0.098,1254,105,1,17.0
VEH091,2021-08-08 14:47:16.525117,70.48,82.61,32.24,0.101,7406,21,1,40.0
VEH023,2021-08-09 14:47:16.525117,77.77,96.89,41.74,0.472,3837,106,0,
VEH059,2021-08-10 14:47:16.525117,45.9,86.23,43.58,0.538,19358,56,0,
VEH091,2021-08-11 14:47:16.525117,64.87,99.25,39.47,0.39,30350,34,0,
VEH098,2021-08-12 14:47:16.525117,61.67,77.81,46.74,0.253,14404,83,1,18.0
VEH046,2021-08-13 14:47:16.525117,45.64,92.89,45.29,0.46,31741,76,1,4.0
VEH038,2021-08-14 14:47:16.525117,74.2,88.86,40.53,0.501,257,46,1,47.0
VEH014,2021-08-15 14:47:16.525117,56.38,84.18,44.09,0.053,34348,62,1,14.0
VEH100,2021-08-16 14:47:16.525117,77.29,97.04,52.33,0.579,3929,33,0,
VEH072,2021-08-17 14:47:16.525117,48.86,88.26,35.24,0.234,12358,82,0,
VEH062,2021-08-18 14:47:16.525117,38.09,92.63,44.38,0.476,11688,85,1,33.0
VEH035,2021-08-19 14:47:16.525117,56.36,99.94,39.53,0.19,41295,26,0,
VEH019,2021-08-20 14:47:16.525117,63.48,96.51,45.62,0.488,67615,9,0,
VEH030,2021-08-21 14:47:16.525117,51.99,80.96,36.14,0.04,5890,108,1,4.0
VEH078,2021-08-22 14:47:16.525117,14.03,83.37,41.86,0.435,1395,104,0,
VEH084,2021-08-23 14:47:16.525117,65.75,93.96,35.53,0.416,21026,20,1,17.0
VEH025,2021-08-24 14:47:16.525117,65.68,96.64,28.73,0.097,13976,58,0,
VEH040,2021-08-25 14:47:16.525117,70.31,87.39,48.69,0.478,16680,95,1,6.0
VEH088,2021-08-26 14:47:16.525117,54.29,91.3,37.26,0.16,947,51,0,
VEH014,2021-08-27 14:47:16.525117,53.47,91.21,34.82,0.477,29860,12,0,
VEH026,2021-08-28 14:47:16.525117,81.6,93.73,36.17,0.34,5288,23,1,27.0
VEH087,2021-08-29 14:47:16.525117,36.37,79.39,52.01,0.06,8157,94,1,36.0
VEH022,2021-08-30 14:47:16.525117,56.29,78.49,49.01,0.09,5184,106,0,
VEH048,2021-08-31 14:47:16.525117,62.13,72.03,40.49,0.796,58354,26,0,
VEH083,2021-09-01 14:47:16.525117,69.09,91.3,45.04,0.653,3695,13,0,
VEH051,2021-09-02 14:47:16.525117,62.55,79.21,34.63,0.214,26359,64,1,10.0
VEH003,2021-09-03 14:47:16.525117,46.17,106.4,41.5,0.446,5640,25,0,
VEH042,2021-09-04 14:47:16.525117,77.51,96.11,36.81,0.511,11064,87,0,
VEH019,2021-09-05 14:47:16.525117,60.03,80.55,43.56,0.059,110741,88,1,32.0
VEH073,2021-09-06 14:47:16.525117,34.98,97.83,30.97,0.443,2120,72,0,
VEH028,2021-09-07 14:47:16.525117,63.14,99.26,35.5,0.494,42633,60,1,33.0
VEH084,2021-09-08 14:47:16.525117,67.13,100.11,40.08,0.405,58393,67,0,
VEH045,2021-09-09 14:47:16.525117,89.41,85.01,41.53,0.484,23961,107,0,
VEH071,2021-09-10 14:47:16.525117,66.13,96.03,30.62,0.353,200,23,1,6.0
VEH078,2021-09-11 14:47:16.525117,37.77,98.77,33.29,0.51,34384,96,0,
VEH063,2021-09-12 14:47:16.525117,38.3,101.48,41.39,0.393,42787,84,0,
VEH073,2021-09-13 14:47:16.525117,78.88,78.75,42.96,0.014,79197,115,1,39.0
VEH019,2021-09-14 14:47:16.525117,47.96,87.66,44.17,0.429,36566,61,1,20.0
VEH047,2021-09-15 14:47:16.525117,36.76,82.09,41.93,0.456,11796,90,1,25.0
VEH014,2021-09-16 14:47:16.525117,75.01,105.66,32.11,0.356,23336,27,0,
VEH038,2021-09-17 14:47:16.525117,52.86,93.57,37.52,0.117,13276,13,1,12.0
VEH053,2021-09-18 14:47:16.525117,74.21,97.84,42.4,0.469,8708,16,0,
VEH061,2021-09-19 14:47:16.525117,46.28,93.12,33.68,0.363,19692,112,0,
VEH036,2021-09-20 14:47:16.525117,82.11,94.11,32.83,0.365,29378,17,0,
VEH040,2021-09-21 14:47:16.525117,73.08,83.75,38.81,0.297,20206,53,0,
VEH081,2021-09-22 14:47:16.525117,49.16,85.89,42.04,0.431,35040,108,0,
VEH030,2021-09-23 14:47:16.525117,35.09,89.33,29.01,0.34,3880,68,0,
VEH009,2021-09-24 14:47:16.525117,94.58,86.54,38.89,0.211,9358,32,0,
VEH064,2021-09-25 14:47:16.525117,56.85,83.18,43.79,0.024,7496,40,0,
VEH033,2021-09-26 14:47:16.525117,48.56,87.78,44.51,0.22,4316,7,0,
VEH052,2021-09-27 14:47:16.525117,80.79,86.2,34.36,0.417,11710,104,1,2.0
VEH089,2021-09-28 14:47:16.525117,74.19,91.11,42.12,0.255,59081,100,0,
VEH014,2021-09-29 14:47:16.525117,77.74,87.34,46.23,0.423,15444,13,1,43.0
VEH075,2021-09-30 14:47:16.525117,58.52,84.45,44.2,0.06,6748,25,0,
VEH053,2021-10-01 14:47:16.525117,88.22,83.99,38.13,0.118,8740,13,0,
VEH099,2021-10-02 14:47:16.525117,40.34,89.07,25.78,0.135,18990,68,0,
VEH059,2021-10-03 14:47:16.525117,51.72,96.69,40.59,0.354,8700,73,0,
VEH078,2021-10-04 14:47:16.525117,65.85,95.5,48.92,0.596,15458,36,0,
VEH094,2021-10-05 14:47:16.525117,77.52,78.66,46.08,0.58,6408,37,0,
VEH041,2021-10-06 14:47:16.525117,69.92,97.37,43.79,0.496,8490,18,0,
VEH068,2021-10-07 14:47:16.525117,58.76,95.09,40.5,0.032,24465,91,0,
VEH068,2021-10-08 14:47:16.525117,52.87,96.74,44.71,0.221,17571,31,0,
VEH092,2021-10-09 14:47:16.525117,77.6,99.55,40.86,0.108,1962,86,0,
VEH008,2021-10-10 14:47:16.525117,71.47,84.75,30.05,0.299,72374,34,1,1.0
VEH002,2021-10-11 14:47:16.525117,46.88,86.95,45.65,0.528,1011,96,1,2.0
VEH086,2021-10-12 14:47:16.525117,46.44,103.65,33.47,0.491,1731,91,0,
VEH041,2021-10-13 14:47:16.525117,51.82,103.44,39.06,0.102,24172,23,1,43.0
VEH055,2021-10-14 14:47:16.525117,49.89,88.88,44.55,0.503,24621,74,1,40.0
VEH016,2021-10-15 14:47:16.525117,75.45,95.6,34.95,0.509,382,17,0,
VEH093,2021-10-16 14:47:16.525117,66.54,95.85,33.5,0.561,20586,7,1,23.0
VEH062,2021-10-17 14:47:16.525117,68.37,104.48,41.42,0.539,676,47,0,
VEH048,2021-10-18 14:47:16.525117,62.88,92.91,33.03,0.236,64766,12,1,35.0
VEH030,2021-10-19 14:47:16.525117,63.58,80.48,39.8,0.026,23823,52,1,8.0
VEH012,2021-10-20 14:47:16.525117,36.27,85.01,47.27,0.451,4130,95,0,
VEH035,2021-10-21 14:47:16.525117,71.91,115.66,47.19,0.545,3441,59,1,21.0
VEH011,2021-10-22 14:47:16.525117,51.55,79.51,30.36,0.048,16863,108,0,
VEH064,2021-10-23 14:47:16.525117,59.5,90.38,38.65,0.157,20076,20,0,
VEH050,2021-10-24 14:47:16.525117,52.9,108.15,45.8,0.25,35585,117,0,
VEH085,2021-10-25 14:47:16.525117,62.19,83.71,38.24,0.378,46727,63,1,33.0
VEH021,2021-10-26 14:47:16.525117,68.6,68.61,46.89,0.191,9969,38,0,
VEH069,2021-10-27 14:47:16.525117,44.87,68.9,47.31,0.155,37168,116,1,35.0
VEH048,2021-10-28 14:47:16.525117,63.79,83.84,36.95,0.206,15634,72,0,
VEH020,2021-10-29 14:47:16.525117,53.26,75.56,44.02,0.059,12719,68,1,19.0
VEH067,2021-10-30 14:47:16.525117,79.82,99.29,42.01,0.491,24010,111,1,10.0
